hhId,lon,lat,income,pId,age,gender,isEmployed
748113,18.675277,-33.833208,614400,2565871,33,m,true
748113,18.675277,-33.833208,614400,2565872,26,f,true
748114,18.675470,-33.832403,614400,2565873,43,m,true
748115,18.675973,-33.833171,0,2565874,39,f,true
748115,18.675973,-33.833171,0,2565875,58,f,false
748116,18.674879,-33.834579,614400,2565876,50,m,true
748116,18.674879,-33.834579,614400,2565877,61,f,true
748117,18.675002,-33.832984,307200,2565878,50,m,true
748117,18.675002,-33.832984,307200,2565879,45,f,true
748117,18.675002,-33.832984,307200,2565880,9,f,false
748118,18.676534,-33.835428,153600,2565881,35,f,true
748119,18.678227,-33.835425,614400,2565882,26,m,true
748119,18.678227,-33.835425,614400,2565883,28,f,true
748120,18.674703,-33.832770,38400,2565884,25,m,true
748121,18.674710,-33.834057,153600,2565885,71,m,false
748122,18.675764,-33.833061,307200,2565886,58,f,true
748123,18.673434,-33.833154,614400,2565887,31,m,true
748123,18.673434,-33.833154,614400,2565888,28,f,true
748123,18.673434,-33.833154,614400,2565889,6,m,false
748124,18.676041,-33.833938,614400,2565890,34,m,true
748124,18.676041,-33.833938,614400,2565891,33,f,true
748125,18.673948,-33.834262,614400,2565892,27,m,true
748126,18.678278,-33.834012,0,2565893,45,f,false
748127,18.675504,-33.833504,614400,2565894,47,m,true
748127,18.675504,-33.833504,614400,2565895,46,f,true
748127,18.675504,-33.833504,614400,2565896,14,m,false
748128,18.677386,-33.835538,38400,2565897,79,f,false
748129,18.673800,-33.833828,76800,2565898,44,f,true
748130,18.675482,-33.834734,153600,2565899,62,f,false
748131,18.673816,-33.833774,153600,2565900,86,m,false
748132,18.674405,-33.833997,307200,2565901,30,m,true
748132,18.674405,-33.833997,307200,2565902,29,f,false
748133,18.678023,-33.834597,76800,2565903,75,f,false
748134,18.675641,-33.833192,76800,2565904,40,f,true
748134,18.675641,-33.833192,76800,2565905,1,m,false
748135,18.678956,-33.835626,307200,2565906,35,m,true
748135,18.678956,-33.835626,307200,2565907,26,f,false
748136,18.675312,-33.832891,153600,2565908,21,f,true
748136,18.675312,-33.832891,153600,2565909,26,m,true
748137,18.677920,-33.835354,1228800,2565910,36,m,true
748138,18.674651,-33.833250,614400,2565911,4,f,false
748139,18.675364,-33.834738,307200,2565912,38,f,true
748139,18.675364,-33.834738,307200,2565913,9,f,false
748139,18.675364,-33.834738,307200,2565914,18,m,false
748140,18.678667,-33.834524,76800,2565915,61,m,false
748140,18.678667,-33.834524,76800,2565916,61,f,false
748141,18.675487,-33.835079,614400,2565917,41,m,true
748141,18.675487,-33.835079,614400,2565918,40,f,true
748141,18.675487,-33.835079,614400,2565919,12,f,false
748142,18.675215,-33.834550,614400,2565920,39,m,true
748142,18.675215,-33.834550,614400,2565921,42,f,true
748142,18.675215,-33.834550,614400,2565922,7,f,false
748143,18.676515,-33.833999,153600,2565923,83,f,false
748144,18.678387,-33.835128,614400,2565924,40,f,true
748144,18.678387,-33.835128,614400,2565925,40,f,true
748145,18.679164,-33.834674,614400,2565926,58,f,true
748146,18.672886,-33.833256,153600,2565927,41,m,true
748147,18.678486,-33.835249,0,2565928,21,f,false
748147,18.678486,-33.835249,0,2565929,22,f,false
748148,18.674727,-33.832712,307200,2565930,21,f,true
748149,18.675332,-33.832376,307200,2565931,73,m,false
748150,18.677203,-33.834241,76800,2565932,64,f,true
748151,18.673893,-33.833660,614400,2565933,48,m,true
748151,18.673893,-33.833660,614400,2565934,43,f,false
748151,18.673893,-33.833660,614400,2565935,12,f,false
748151,18.673893,-33.833660,614400,2565936,10,m,false
748152,18.674129,-33.833543,153600,2565937,67,f,false
748153,18.677641,-33.834603,614400,2565938,67,m,false
748153,18.677641,-33.834603,614400,2565939,53,f,true
748153,18.677641,-33.834603,614400,2565940,42,m,true
748154,18.674283,-33.834013,0,2565941,63,m,false
748154,18.674283,-33.834013,0,2565942,59,f,false
748155,18.676560,-33.833804,614400,2565943,33,f,true
748156,18.674062,-33.833838,307200,2565944,36,m,true
748157,18.673963,-33.833525,614400,2565945,36,m,true
748157,18.673963,-33.833525,614400,2565946,35,f,true
748157,18.673963,-33.833525,614400,2565947,2,f,false
748158,18.675434,-33.835129,307200,2565948,41,m,true
748158,18.675434,-33.835129,307200,2565949,43,f,true
748159,18.676546,-33.833324,19200,2565950,82,f,false
748160,18.677838,-33.834814,307200,2565951,65,m,false
748160,18.677838,-33.834814,307200,2565952,65,f,false
748161,18.674043,-33.833246,614400,2565953,34,m,true
748161,18.674043,-33.833246,614400,2565954,32,f,true
748162,18.672858,-33.833355,614400,2565955,49,f,true
748162,18.672858,-33.833355,614400,2565956,34,m,true
748163,18.676416,-33.834684,614400,2565957,29,f,true
748164,18.675781,-33.831716,0,2565958,25,m,false
748165,18.677012,-33.835570,38400,2565959,63,f,false
748165,18.677012,-33.835570,38400,2565960,68,f,false
748166,18.676882,-33.833195,307200,2565961,65,m,false
748166,18.676882,-33.833195,307200,2565962,56,f,true
748166,18.676882,-33.833195,307200,2565963,24,m,true
748167,18.675428,-33.834656,1228800,2565964,41,m,true
748167,18.675428,-33.834656,1228800,2565965,38,f,true
748167,18.675428,-33.834656,1228800,2565966,4,f,false
748167,18.675428,-33.834656,1228800,2565967,4,f,false
748168,18.675850,-33.833850,153600,2565968,77,f,false
748169,18.676651,-33.834978,307200,2565969,72,m,false
748169,18.676651,-33.834978,307200,2565970,67,f,false
748169,18.676651,-33.834978,307200,2565971,42,f,true
748170,18.678309,-33.835096,1228800,2565972,44,m,true
748170,18.678309,-33.835096,1228800,2565973,45,f,true
748170,18.678309,-33.835096,1228800,2565974,13,f,false
748170,18.678309,-33.835096,1228800,2565975,9,f,false
748170,18.678309,-33.835096,1228800,2565976,7,m,false
748171,18.675672,-33.832330,38400,2565977,49,f,false
748171,18.675672,-33.832330,38400,2565978,21,m,false
748171,18.675672,-33.832330,38400,2565979,19,f,false
748171,18.675672,-33.832330,38400,2565980,13,m,false
748171,18.675672,-33.832330,38400,2565981,16,f,true
748172,18.675551,-33.834199,1228800,2565982,33,m,true
748173,18.676227,-33.833453,153600,2565983,66,m,false
748173,18.676227,-33.833453,153600,2565984,61,f,false
748174,18.675638,-33.834281,307200,2565985,26,f,true
748175,18.674602,-33.834492,38400,2565986,0,f,false
748176,18.673905,-33.834499,307200,2565987,56,f,true
748176,18.673905,-33.834499,307200,2565988,24,f,true
748177,18.676213,-33.834023,307200,2565989,27,m,true
748177,18.676213,-33.834023,307200,2565990,26,f,true
748177,18.676213,-33.834023,307200,2565991,1,f,false
748177,18.676213,-33.834023,307200,2565992,16,m,false
748178,18.677101,-33.835548,153600,2565993,36,f,true
748178,18.677101,-33.835548,153600,2565994,29,f,false
748179,18.675209,-33.834160,614400,2565995,48,f,false
748179,18.675209,-33.834160,614400,2565996,46,m,true
748179,18.675209,-33.834160,614400,2565997,11,f,false
748179,18.675209,-33.834160,614400,2565998,9,f,false
748179,18.675209,-33.834160,614400,2565999,7,f,false
748180,18.675551,-33.832056,0,2566000,44,f,false
748181,18.678358,-33.834585,307200,2566001,33,f,true
748182,18.675354,-33.832914,307200,2566002,39,m,true
748183,18.674758,-33.833868,614400,2566003,30,m,true
748183,18.674758,-33.833868,614400,2566004,32,f,true
748183,18.674758,-33.833868,614400,2566005,11,f,false
748184,18.673969,-33.832904,307200,2566006,47,m,true
748184,18.673969,-33.832904,307200,2566007,15,f,true
748185,18.675856,-33.834924,76800,2566008,65,f,false
748186,18.675375,-33.834782,1228800,2566009,28,f,true
748186,18.675375,-33.834782,1228800,2566010,30,m,true
748187,18.675233,-33.835203,4800,2566011,79,m,false
748188,18.679013,-33.833856,2457600,2566012,41,f,true
748188,18.679013,-33.833856,2457600,2566013,17,m,false
748189,18.676840,-33.833767,153600,2566014,64,f,false
748190,18.674587,-33.834563,153600,2566015,61,f,true
748191,18.674822,-33.833957,614400,2566016,46,m,false
748191,18.674822,-33.833957,614400,2566017,51,f,false
748191,18.674822,-33.833957,614400,2566018,16,f,false
748192,18.676535,-33.832702,153600,2566019,65,f,false
748192,18.676535,-33.832702,153600,2566020,46,m,false
748193,18.677111,-33.834229,153600,2566021,71,m,false
748193,18.677111,-33.834229,153600,2566022,66,f,false
748194,18.678538,-33.833758,153600,2566023,33,m,true
748194,18.678538,-33.833758,153600,2566024,37,f,true
748194,18.678538,-33.833758,153600,2566025,9,f,false
748194,18.678538,-33.833758,153600,2566026,9,m,false
748195,18.675723,-33.832092,614400,2566027,36,f,true
748195,18.675723,-33.832092,614400,2566028,6,f,false
748196,18.675398,-33.832924,153600,2566029,52,m,false
748197,18.679212,-33.835112,153600,2566030,52,f,true
748197,18.679212,-33.835112,153600,2566031,77,m,false
748198,18.677029,-33.833762,307200,2566032,45,m,true
748198,18.677029,-33.833762,307200,2566033,43,f,true
748199,18.677705,-33.834128,38400,2566034,57,m,true
748199,18.677705,-33.834128,38400,2566035,54,f,true
748200,18.673342,-33.833997,153600,2566036,83,m,false
748201,18.675236,-33.834231,153600,2566037,59,m,true
748201,18.675236,-33.834231,153600,2566038,47,f,false
748202,18.673722,-33.833538,307200,2566039,59,f,true
748203,18.672502,-33.833515,153600,2566040,33,m,true
748203,18.672502,-33.833515,153600,2566041,33,f,true
748204,18.677766,-33.834305,307200,2566042,52,m,true
748204,18.677766,-33.834305,307200,2566043,49,f,true
748204,18.677766,-33.834305,307200,2566044,26,f,true
748205,18.676284,-33.833566,153600,2566045,82,m,false
748205,18.676284,-33.833566,153600,2566046,81,f,false
748206,18.673449,-33.834230,153600,2566047,49,f,true
748207,18.675550,-33.834655,614400,2566048,53,m,true
748207,18.675550,-33.834655,614400,2566049,53,f,true
748208,18.679227,-33.834579,614400,2566050,44,m,true
748208,18.679227,-33.834579,614400,2566051,42,f,true
748208,18.679227,-33.834579,614400,2566052,20,f,false
748208,18.679227,-33.834579,614400,2566053,16,m,false
748209,18.678047,-33.835293,4800,2566054,25,f,true
748210,18.673155,-33.833103,307200,2566055,36,m,true
748211,18.675378,-33.834746,76800,2566056,62,f,false
748212,18.674863,-33.834582,307200,2566057,57,m,true
748213,18.678462,-33.833859,1228800,2566058,58,m,true
748213,18.678462,-33.833859,1228800,2566059,56,f,true
748213,18.678462,-33.833859,1228800,2566060,25,m,true
748214,18.676982,-33.834314,153600,2566061,64,m,false
748214,18.676982,-33.834314,153600,2566062,62,f,false
748215,18.679058,-33.835205,307200,2566063,34,f,true
748215,18.679058,-33.835205,307200,2566064,8,m,false
748216,18.674480,-33.833034,614400,2566065,38,f,true
748217,18.677901,-33.835677,38400,2566066,86,f,false
748218,18.674654,-33.834851,307200,2566067,43,m,true
748218,18.674654,-33.834851,307200,2566068,59,f,true
748219,18.678298,-33.834940,153600,2566069,56,f,true
748220,18.675134,-33.834922,153600,2566070,60,m,true
748220,18.675134,-33.834922,153600,2566071,51,f,false
748221,18.674072,-33.834224,307200,2566072,28,m,true
748221,18.674072,-33.834224,307200,2566073,27,f,true
748222,18.678058,-33.835423,153600,2566074,55,m,true
748222,18.678058,-33.835423,153600,2566075,18,m,true
748223,18.677934,-33.835252,307200,2566076,54,f,true
748224,18.675840,-33.832855,153600,2566077,36,f,true
748225,18.673604,-33.834200,614400,2566078,47,m,true
748226,18.674910,-33.834685,614400,2566079,43,f,true
748226,18.674910,-33.834685,614400,2566080,44,f,true
748227,18.678938,-33.834066,1228800,2566081,41,f,true
748227,18.678938,-33.834066,1228800,2566082,50,m,true
748227,18.678938,-33.834066,1228800,2566083,14,f,false
748227,18.678938,-33.834066,1228800,2566084,32,f,false
748228,18.674417,-33.834014,307200,2566085,49,f,true
748229,18.679351,-33.833808,153600,2566086,51,m,true
748229,18.679351,-33.833808,153600,2566087,48,m,true
748230,18.676401,-33.833401,153600,2566088,62,m,false
748231,18.675606,-33.834054,614400,2566089,30,m,true
748231,18.675606,-33.834054,614400,2566090,36,f,true
748231,18.675606,-33.834054,614400,2566091,2,m,false
748232,18.674813,-33.832744,153600,2566092,48,f,true
748233,18.672766,-33.833303,307200,2566093,35,m,true
748233,18.672766,-33.833303,307200,2566094,31,f,false
748233,18.672766,-33.833303,307200,2566095,1,f,false
748233,18.672766,-33.833303,307200,2566096,0,f,false
748234,18.678810,-33.833947,307200,2566097,57,m,true
748234,18.678810,-33.833947,307200,2566098,55,f,true
748235,18.675647,-33.833869,307200,2566099,75,m,false
748235,18.675647,-33.833869,307200,2566100,70,f,false
748236,18.678422,-33.835486,153600,2566101,54,f,true
748236,18.678422,-33.835486,153600,2566102,28,f,true
748237,18.678909,-33.834740,307200,2566103,70,m,false
748237,18.678909,-33.834740,307200,2566104,70,f,false
748237,18.678909,-33.834740,307200,2566105,40,f,true
748238,18.675678,-33.833953,307200,2566106,38,f,true
748239,18.672953,-33.832967,307200,2566107,65,f,false
748239,18.672953,-33.832967,307200,2566108,60,f,false
748239,18.672953,-33.832967,307200,2566109,59,m,true
748240,18.674145,-33.834707,307200,2566110,83,m,false
748240,18.674145,-33.834707,307200,2566111,72,f,false
748241,18.674813,-33.833507,307200,2566112,51,f,true
748241,18.674813,-33.833507,307200,2566113,52,m,true
748242,18.678934,-33.835011,614400,2566114,48,m,true
748242,18.678934,-33.835011,614400,2566115,42,f,false
748242,18.678934,-33.835011,614400,2566116,9,f,false
748242,18.678934,-33.835011,614400,2566117,2,m,false
748243,18.678952,-33.834941,614400,2566118,48,m,true
748243,18.678952,-33.834941,614400,2566119,42,f,true
748243,18.678952,-33.834941,614400,2566120,15,f,false
748243,18.678952,-33.834941,614400,2566121,12,f,false
748244,18.675633,-33.834066,1228800,2566122,34,f,true
748244,18.675633,-33.834066,1228800,2566123,43,f,true
748244,18.675633,-33.834066,1228800,2566124,72,m,false
748244,18.675633,-33.834066,1228800,2566125,59,f,false
748245,18.676281,-33.833070,307200,2566126,52,m,true
748245,18.676281,-33.833070,307200,2566127,43,f,true
748245,18.676281,-33.833070,307200,2566128,20,m,false
748246,18.676237,-33.834483,307200,2566129,35,f,true
748247,18.678410,-33.835070,307200,2566130,50,f,true
748248,18.674636,-33.833155,614400,2566131,45,f,true
748249,18.677745,-33.835210,153600,2566132,36,f,true
748250,18.674435,-33.832678,307200,2566133,34,f,true
748250,18.674435,-33.832678,307200,2566134,8,m,false
748251,18.673886,-33.832624,307200,2566135,54,f,true
748252,18.678566,-33.834649,153600,2566136,66,m,false
748252,18.678566,-33.834649,153600,2566137,56,f,false
748253,18.676391,-33.834250,614400,2566138,50,m,true
748254,18.675827,-33.835430,153600,2566139,31,f,true
748254,18.675827,-33.835430,153600,2566140,27,f,false
748255,18.676701,-33.832931,38400,2566141,35,m,false
748256,18.675000,-33.834024,307200,2566142,67,f,false
748257,18.674941,-33.832647,76800,2566143,30,m,true
748257,18.674941,-33.832647,76800,2566144,16,f,true
748258,18.672997,-33.833063,614400,2566145,42,f,true
748258,18.672997,-33.833063,614400,2566146,41,m,true
748258,18.672997,-33.833063,614400,2566147,8,f,false
748258,18.672997,-33.833063,614400,2566148,16,m,false
748259,18.674131,-33.834360,0,2566149,26,m,false
748260,18.674072,-33.832885,307200,2566150,35,f,true
748261,18.674846,-33.833912,0,2566151,22,m,false
748262,18.674183,-33.832697,307200,2566152,42,m,true
748262,18.674183,-33.832697,307200,2566153,45,f,false
748262,18.674183,-33.832697,307200,2566154,2,m,false
748263,18.674311,-33.833029,153600,2566155,66,f,false
748264,18.674367,-33.833583,76800,2566156,21,f,true
748265,18.676483,-33.833168,4800,2566157,32,f,true
748266,18.678952,-33.833884,307200,2566158,63,f,false
748266,18.678952,-33.833884,307200,2566159,87,f,false
748267,18.677415,-33.834825,4800,2566160,63,f,false
748268,18.675699,-33.834649,307200,2566161,56,m,true
748268,18.675699,-33.834649,307200,2566162,53,f,true
748268,18.675699,-33.834649,307200,2566163,23,m,true
748269,18.675664,-33.833082,0,2566164,41,f,false
748270,18.677733,-33.834949,307200,2566165,25,f,true
748271,18.674155,-33.834302,614400,2566166,33,m,true
748271,18.674155,-33.834302,614400,2566167,30,f,true
748272,18.674365,-33.833265,0,2566168,52,f,false
748273,18.677887,-33.834740,153600,2566169,24,m,true
748273,18.677887,-33.834740,153600,2566170,24,f,true
748274,18.675739,-33.832876,307200,2566171,42,f,true
748274,18.675739,-33.832876,307200,2566172,75,m,false
748274,18.675739,-33.832876,307200,2566173,67,f,false
748275,18.676826,-33.834590,4915200,2566174,43,m,true
748275,18.676826,-33.834590,4915200,2566175,43,f,true
748275,18.676826,-33.834590,4915200,2566176,5,m,false
748275,18.676826,-33.834590,4915200,2566177,11,m,false
748275,18.676826,-33.834590,4915200,2566178,12,f,false
748276,18.674630,-33.833006,153600,2566179,69,m,false
748277,18.676741,-33.835603,307200,2566180,77,f,false
748277,18.676741,-33.835603,307200,2566181,73,f,false
748278,18.678679,-33.834340,614400,2566182,87,m,false
748279,18.676820,-33.833966,307200,2566183,48,m,true
748279,18.676820,-33.833966,307200,2566184,48,f,true
748280,18.678805,-33.835707,153600,2566185,23,f,true
748281,18.674575,-33.832592,307200,2566186,35,f,true
748281,18.674575,-33.832592,307200,2566187,33,m,true
748282,18.674855,-33.832822,153600,2566188,45,f,false
748282,18.674855,-33.832822,153600,2566189,24,m,true
748283,18.676170,-33.832115,153600,2566190,51,f,true
748283,18.676170,-33.832115,153600,2566191,56,f,false
748283,18.676170,-33.832115,153600,2566192,42,f,true
748284,18.676642,-33.834407,614400,2566193,30,f,true
748284,18.676642,-33.834407,614400,2566194,30,f,true
748285,18.679301,-33.834817,153600,2566195,32,f,true
748286,18.674599,-33.834658,307200,2566196,59,f,true
748287,18.676601,-33.835451,153600,2566197,61,m,true
748288,18.676479,-33.834831,614400,2566198,54,m,true
748288,18.676479,-33.834831,614400,2566199,54,f,true
748288,18.676479,-33.834831,614400,2566200,35,f,true
748289,18.674902,-33.833984,1228800,2566201,39,m,true
748289,18.674902,-33.833984,1228800,2566202,38,f,true
748289,18.674902,-33.833984,1228800,2566203,7,f,false
748289,18.674902,-33.833984,1228800,2566204,4,f,false
748289,18.674902,-33.833984,1228800,2566205,4,f,false
748290,18.673929,-33.832616,153600,2566206,37,f,true
748291,18.674113,-33.832743,307200,2566207,25,f,true
748292,18.673494,-33.833429,19200,2566208,61,f,false
748293,18.675995,-33.835107,1228800,2566209,33,m,true
748293,18.675995,-33.835107,1228800,2566210,33,f,true
748294,18.675677,-33.835048,76800,2566211,56,f,true
748295,18.675980,-33.834013,19200,2566212,72,f,false
748295,18.675980,-33.834013,19200,2566213,30,m,false
748296,18.678373,-33.835703,1228800,2566214,85,f,false
748296,18.678373,-33.835703,1228800,2566215,55,m,true
748296,18.678373,-33.835703,1228800,2566216,39,f,true
748297,18.677542,-33.834331,307200,2566217,39,f,true
748298,18.675167,-33.834719,76800,2566218,83,f,false
748298,18.675167,-33.834719,76800,2566219,51,f,true
748299,18.679049,-33.833856,307200,2566220,56,m,true
748299,18.679049,-33.833856,307200,2566221,53,f,true
748299,18.679049,-33.833856,307200,2566222,14,f,false
748300,18.674323,-33.833718,153600,2566223,40,m,true
748300,18.674323,-33.833718,153600,2566224,38,f,false
748300,18.674323,-33.833718,153600,2566225,16,f,false
748300,18.674323,-33.833718,153600,2566226,81,f,false
748301,18.678068,-33.835550,307200,2566227,26,f,true
748301,18.678068,-33.835550,307200,2566228,22,f,true
748302,18.678102,-33.834958,614400,2566229,41,m,true
748302,18.678102,-33.834958,614400,2566230,42,f,true
748302,18.678102,-33.834958,614400,2566231,13,m,false
748302,18.678102,-33.834958,614400,2566232,10,f,false
748302,18.678102,-33.834958,614400,2566233,4,f,false
748302,18.678102,-33.834958,614400,2566234,70,m,false
748302,18.678102,-33.834958,614400,2566235,67,f,false
748303,18.674983,-33.835228,307200,2566236,36,f,true
748303,18.674983,-33.835228,307200,2566237,6,f,false
748304,18.678561,-33.835675,0,2566238,60,m,false
748305,18.675637,-33.835430,0,2566239,65,f,false
748306,18.673774,-33.832686,307200,2566240,45,m,true
748307,18.676307,-33.833803,307200,2566241,58,m,true
748307,18.676307,-33.833803,307200,2566242,55,f,true
748307,18.676307,-33.833803,307200,2566243,29,m,true
748307,18.676307,-33.833803,307200,2566244,20,f,false
748308,18.677207,-33.835220,153600,2566245,82,m,false
748308,18.677207,-33.835220,153600,2566246,81,f,false
748309,18.679063,-33.834346,153600,2566247,69,m,false
748309,18.679063,-33.834346,153600,2566248,71,f,false
748310,18.674411,-33.834163,307200,2566249,54,m,true
748311,18.676724,-33.834184,614400,2566250,29,m,true
748311,18.676724,-33.834184,614400,2566251,28,f,true
748312,18.675040,-33.832847,307200,2566252,32,m,true
748312,18.675040,-33.832847,307200,2566253,30,f,true
748312,18.675040,-33.832847,307200,2566254,3,f,false
748313,18.674112,-33.833568,1228800,2566255,56,m,true
748313,18.674112,-33.833568,1228800,2566256,50,f,true
748314,18.677672,-33.835559,153600,2566257,28,f,true
748315,18.673693,-33.833478,307200,2566258,59,f,true
748316,18.673392,-33.832940,153600,2566259,62,m,true
748317,18.675631,-33.832180,153600,2566260,60,m,true
748317,18.675631,-33.832180,153600,2566261,51,f,true
748317,18.675631,-33.832180,153600,2566262,23,m,true
748317,18.675631,-33.832180,153600,2566263,19,f,false
748318,18.677998,-33.833972,1228800,2566264,37,m,true
748318,18.677998,-33.833972,1228800,2566265,34,f,true
748318,18.677998,-33.833972,1228800,2566266,41,f,true
748318,18.677998,-33.833972,1228800,2566267,36,m,true
748319,18.675731,-33.833585,307200,2566268,36,m,true
748319,18.675731,-33.833585,307200,2566269,36,f,true
748319,18.675731,-33.833585,307200,2566270,6,f,false
748320,18.674142,-33.833256,307200,2566271,52,m,true
748320,18.674142,-33.833256,307200,2566272,42,f,false
748320,18.674142,-33.833256,307200,2566273,21,f,false
748321,18.674845,-33.832469,614400,2566274,56,f,true
748322,18.675499,-33.834734,307200,2566275,58,f,false
748322,18.675499,-33.834734,307200,2566276,18,m,false
748323,18.673404,-33.833813,307200,2566277,68,m,false
748323,18.673404,-33.833813,307200,2566278,64,f,true
748324,18.677502,-33.834670,307200,2566279,65,f,false
748325,18.675693,-33.832822,307200,2566280,53,m,true
748326,18.676804,-33.835531,307200,2566281,59,m,true
748326,18.676804,-33.835531,307200,2566282,56,f,false
748327,18.677841,-33.834210,307200,2566283,26,m,true
748328,18.674643,-33.833235,153600,2566284,56,m,true
748328,18.674643,-33.833235,153600,2566285,45,f,true
748329,18.678049,-33.835262,307200,2566286,47,f,true
748329,18.678049,-33.835262,307200,2566287,13,f,false
748330,18.675255,-33.832415,0,2566288,31,f,false
748331,18.675621,-33.834742,19200,2566289,31,f,true
748332,18.673326,-33.832924,307200,2566290,27,m,true
748333,18.679163,-33.834398,0,2566291,83,f,false
748333,18.679163,-33.834398,0,2566292,61,m,false
748334,18.674653,-33.834272,1228800,2566293,71,m,false
748334,18.674653,-33.834272,1228800,2566294,34,f,false
748334,18.674653,-33.834272,1228800,2566295,5,f,false
748334,18.674653,-33.834272,1228800,2566296,25,f,false
748335,18.674897,-33.832325,614400,2566297,30,m,true
748335,18.674897,-33.832325,614400,2566298,34,f,false
748336,18.674055,-33.834255,153600,2566299,56,m,true
748336,18.674055,-33.834255,153600,2566300,52,f,false
748336,18.674055,-33.834255,153600,2566301,26,f,true
748337,18.678409,-33.835266,4800,2566302,34,m,true
748338,18.679077,-33.834447,307200,2566303,50,m,true
748338,18.679077,-33.834447,307200,2566304,47,f,false
748338,18.679077,-33.834447,307200,2566305,5,m,false
748338,18.679077,-33.834447,307200,2566306,8,f,false
748339,18.678617,-33.835431,614400,2566307,54,m,true
748339,18.678617,-33.835431,614400,2566308,56,f,true
748340,18.678996,-33.834926,307200,2566309,23,m,true
748341,18.677348,-33.834376,153600,2566310,23,m,true
748342,18.677971,-33.833759,307200,2566311,62,f,true
748342,18.677971,-33.833759,307200,2566312,16,f,false
748343,18.678988,-33.834109,614400,2566313,28,m,true
748343,18.678988,-33.834109,614400,2566314,28,f,true
748344,18.677665,-33.834871,153600,2566315,31,f,true
748344,18.677665,-33.834871,153600,2566316,27,f,false
748345,18.674957,-33.833581,153600,2566317,56,m,false
748345,18.674957,-33.833581,153600,2566318,56,f,false
748346,18.677463,-33.834765,307200,2566319,57,m,true
748347,18.675046,-33.834643,307200,2566320,44,f,true
748348,18.678575,-33.834014,307200,2566321,65,m,false
748348,18.678575,-33.834014,307200,2566322,60,f,true
748348,18.678575,-33.834014,307200,2566323,36,f,true
748349,18.675146,-33.833453,307200,2566324,66,f,false
748350,18.674582,-33.834619,0,2566325,37,f,true
748351,18.678058,-33.833746,614400,2566326,39,f,true
748352,18.674651,-33.833426,1228800,2566327,34,m,true
748352,18.674651,-33.833426,1228800,2566328,34,f,false
748353,18.678470,-33.834604,307200,2566329,34,m,true
748353,18.678470,-33.834604,307200,2566330,35,f,true
748353,18.678470,-33.834604,307200,2566331,11,f,false
748353,18.678470,-33.834604,307200,2566332,7,m,false
748354,18.675314,-33.833063,153600,2566333,40,f,false
748354,18.675314,-33.833063,153600,2566334,35,f,false
748354,18.675314,-33.833063,153600,2566335,0,f,false
748355,18.676358,-33.834022,307200,2566336,53,m,false
748355,18.676358,-33.834022,307200,2566337,53,f,true
748356,18.676107,-33.833435,307200,2566338,72,m,false
748356,18.676107,-33.833435,307200,2566339,76,f,false
748357,18.677359,-33.835413,2457600,2566340,59,m,true
748358,18.676327,-33.833810,614400,2566341,73,m,false
748358,18.676327,-33.833810,614400,2566342,70,f,false
748359,18.672810,-33.833205,1228800,2566343,90,m,false
748359,18.672810,-33.833205,1228800,2566344,81,f,false
748361,18.675060,-33.833486,153600,2566347,91,f,false
748362,18.676650,-33.834929,153600,2566348,34,f,true
748363,18.673926,-33.834362,153600,2566349,24,f,true
748364,18.673336,-33.833557,307200,2566350,37,m,true
748364,18.673336,-33.833557,307200,2566351,27,f,false
748365,18.676864,-33.834426,153600,2566352,59,m,false
748366,18.674926,-33.835129,307200,2566353,63,m,false
748366,18.674926,-33.835129,307200,2566354,38,m,true
748367,18.674806,-33.832853,614400,2566355,29,m,true
748367,18.674806,-33.832853,614400,2566356,27,f,true
748368,18.679385,-33.834284,76800,2566357,23,f,true
748369,18.676431,-33.833118,307200,2566358,34,f,true
748369,18.676431,-33.833118,307200,2566359,17,m,false
748369,18.676431,-33.833118,307200,2566360,7,f,false
748369,18.676431,-33.833118,307200,2566361,57,f,true
748370,18.676560,-33.834887,614400,2566362,48,m,true
748370,18.676560,-33.834887,614400,2566363,49,f,true
748371,18.675438,-33.832681,307200,2566364,49,m,true
748371,18.675438,-33.832681,307200,2566365,51,f,true
748371,18.675438,-33.832681,307200,2566366,21,m,false
748372,18.673849,-33.833100,76800,2566367,71,f,false
748373,18.674812,-33.832305,307200,2566368,63,f,false
748373,18.674812,-33.832305,307200,2566369,71,m,false
748374,18.675833,-33.832236,76800,2566370,32,m,true
748374,18.675833,-33.832236,76800,2566371,33,f,true
748375,18.675973,-33.833055,76800,2566372,35,f,true
748376,18.677945,-33.834931,153600,2566373,60,f,false
748376,18.677945,-33.834931,153600,2566374,38,m,false
748377,18.678442,-33.835336,307200,2566375,33,m,true
748377,18.678442,-33.835336,307200,2566376,34,f,true
748377,18.678442,-33.835336,307200,2566377,6,f,false
748377,18.678442,-33.835336,307200,2566378,3,f,false
748378,18.677647,-33.833947,0,2566379,34,f,false
748379,18.676052,-33.833028,76800,2566380,68,f,false
748379,18.676052,-33.833028,76800,2566381,65,m,false
748380,18.676738,-33.834456,153600,2566382,56,f,true
748381,18.673565,-33.834114,614400,2566383,36,m,true
748381,18.673565,-33.834114,614400,2566384,27,f,true
748381,18.673565,-33.834114,614400,2566385,6,m,false
748382,18.674537,-33.832878,614400,2566386,45,m,true
748382,18.674537,-33.832878,614400,2566387,41,f,true
748383,18.675341,-33.832680,614400,2566388,33,m,true
